title,author,status,engagements,kudos,comments,hits,rating,words,chapters,status_date,additional_tags
<a href='https://archiveofourown.org/works/43625677'>The Week on the Train</a>,onlybrainrot,Completed,80,73,7,712,General Audiences,2108,1,2022-12-15,"Alternate Universe - Modern Setting, I Wrote This Instead of Sleeping, Pining, Gay Mess Sister Beatrice (Warrior Nun), Soft Sister Beatrice/Ava Silva, POV Sister Beatrice (Warrior Nun), Sad Ending, I Made Myself Cry, First Kiss, Avatrice, One Shot"
<a href='https://archiveofourown.org/works/43645059'>Younger Days</a>,amsflame,Completed,79,76,3,873,General Audiences,2093,1,2022-12-16,it's all about the longing
<a href='https://archiveofourown.org/works/44378005'>Tiktok Video - The Vow</a>,xxKai,Completed,79,75,4,550,General Audiences,1179,1,2023-01-18,Avatrice
<a href='https://archiveofourown.org/works/44715274'>Memory garden</a>,atheart,Completed,78,74,4,778,Mature,2291,1,2023-02-01,"Alternate Universe - Spider-Man Fusion, Ava Silva is Spider-Man, of course, Suicidal Thoughts, very briefly, Blood and Injury, Loss, Someone dies"
<a href='https://archiveofourown.org/works/43536427'>At the Altar of Our Hearts</a>,DangersUntoldHardshipsUnnumbered,Completed,78,36,42,657,Mature,2719,14,2023-02-07,Poetry
"<a href='https://archiveofourown.org/works/43378645'>For you, i would fall from grace</a>",LoreAndMyth,Completed,78,75,3,577,Teen And Up Audiences,1981,1,2022-12-02,"Character Death, i don't know if i should tag bea and ava together, Alternate Universe - Canon Divergence, because ava dies she doesn't go through the ark, kind of out of character"
<a href='https://archiveofourown.org/works/44686828'>vampires will never hurt you</a>,parx103,Completed,75,72,3,926,Teen And Up Audiences,3028,1,2023-01-31,"Vampires, Alternate Universe - Vampire, Bisexual Ava Silva, Vampire Hunters, Human/Vampire Relationship, Angst, Out of Character, Fluff and Angst, Angst and Hurt/Comfort"
<a href='https://archiveofourown.org/works/44080378'>ceilings</a>,box_xx,Completed,74,62,12,634,Mature,3582,1,2023-01-05,"Emotional Hurt, One Shot, this popped into my brain hurt my heart and now im making it everyone elses problem"
<a href='https://archiveofourown.org/works/43357338'>Saturn</a>,jaxthepigeon,Completed,70,66,4,797,Teen And Up Audiences,2077,1,2022-12-01,"Character Death, Angst and Feels, Hurt No Comfort, I'm Sorry, I Wrote This Instead of Sleeping"
<a href='https://archiveofourown.org/works/43992904'>Once More to See You</a>,cyp_rus,Completed,69,60,9,1323,Explicit,1200,1,2023-01-01,"Angst, Based on a Mitski song, bea is very sad, bea needs a hug, Takes place post S2, bea goes back to switzerland, mother superion is gay, Mild Hurt/Comfort, bea fucks, vague masturbation mention"
<a href='https://archiveofourown.org/works/44539369'>water under the bridge</a>,femmexx,Completed,68,64,4,865,Teen And Up Audiences,2402,1,2023-01-25,"Skinny Dipping, Post-Canon, Alternate Universe - Canon Divergence, Post-Canon Fix-It, Second Kiss, Coffee Shops, Swimming, Making Out, Fluff, Naked Cuddling, Gay Panic, Reunited and It Feels So Good, Soft Ava Silva, Repressed Sister Beatrice (Warrior Nun), Declarations Of Love, Hiking, Staring"
<a href='https://archiveofourown.org/works/44356624'>Lemon Drop</a>,Pocket_Spaghetti,Completed,66,63,3,2906,Explicit,6872,1,2023-01-17,"Deflowering, Excessive Drinking, Vomiting, Drunk Dancing, bottom beatrice, Top Ava, Angst and Fluff and Smut, Drunk Sex, Implied/Referenced Rape/Non-con"
<a href='https://archiveofourown.org/works/44655682'>Unbroken</a>,thelastofus2ellie,Completed,65,60,5,913,General Audiences,2295,1,2023-01-30,"Heavy Angst, Blood and Injury, Blood and Gore, Blood and Violence, WNFICOMP23"
<a href='https://archiveofourown.org/works/43918258'>The red tortoise in Temasek.</a>,soulrendipity,Completed,65,59,6,866,General Audiences,4556,1,2022-12-29,"Alternate Universe - Historical, Historical References, ang ku kueh supremacy, Temporary Amnesia, based in singapore, Singapore, Social class difference, Soft Ava Silva, Gay Mess Ava Silva, Adorable Ava Silva, POV Ava Silva, Gay Mess Sister Beatrice (Warrior Nun), Angst, Hurt, Comfort, Happy Ending, Separation, beatrice is a fishmonger, michael ships it!, michael is a good wingman and ally, they kissed under the moon, ahh gay, Gay, temasek is the old name for singapore"
<a href='https://archiveofourown.org/works/44142969'>Leviticus 18:22</a>,xXhiddenbeautyXP,Completed,65,49,16,356,Teen And Up Audiences,1090,1,2023-01-08,"Alternate Universe, Crack Treated Seriously, The hola is a spoon"
<a href='https://archiveofourown.org/works/44152732'>Tiktok Video - Why Do I Still?</a>,xxKai,Completed,64,60,4,552,General Audiences,1136,1,2023-01-09,"Avatrice, warrior nun - Freeform, Beatrice - Freeform, Ava - Freeform"
<a href='https://archiveofourown.org/works/43285899'>timber</a>,lionor,Completed,62,58,4,759,Teen And Up Audiences,1154,1,2022-11-27,"post season two, Canon Compliant, dreams and waking up from them"
<a href='https://archiveofourown.org/works/43508199'>The only Heaven ill be sent to (is when im alone with you)</a>,23piecesofpizza,Completed,61,58,3,886,Mature,3618,1,2022-12-09,"made some new characters that i hope everyone enjoys or loves to hate, Ajax is a hard pill to swallow at first but they are very much a himbo, the amount of biblical research i did for this fic should be a crime, Realm Hopping, hot ladies with new glowing tattoos, ava and beatrice are such a badass couple"
<a href='https://archiveofourown.org/works/43193067'>Longing For A Hug</a>,mushymycelium,Completed,56,53,3,605,Not Rated,524,1,2022-11-21,NA
<a href='https://archiveofourown.org/works/44222439'>Frozen</a>,inthislifeornext_ (Natty_Stark),Completed,55,49,6,550,General Audiences,250,1,2023-01-12,"Fluff, Snow, Just them being cute in general, idk how to tag sue me"
<a href='https://archiveofourown.org/works/43867356'>The day before Revelation</a>,flavroslay,Completed,54,49,5,659,General Audiences,4000,1,2022-12-27,"Light Angst, Religious Guilt, Confessional, Sad with a Happy Ending"
<a href='https://archiveofourown.org/works/43619665'>Is This What Love Feels Like?</a>,gentlyusedbooks,Completed,54,50,4,388,General Audiences,396,1,2022-12-14,"nexflix is to blame for my unhappiness, Fluff, your honor they're in LOVE, Ava Silva Being Ava Silva, Gay Mess Sister Beatrice (Warrior Nun), Bisexual Ava Silva, Soft Sister Beatrice/Ava Silva, Drabble, but id consider writing more if you love it as much as I do, wlw needs a win, don't cancel warrior nun, Bakery, hand holding"
<a href='https://archiveofourown.org/works/43826892'>wish I had you in my arms (where you belong)</a>,moxiemorton,Completed,54,42,12,263,General Audiences,5289,2,2022-12-25,"Christmas fic, Sad Christmas Fic, Post-Season/Series 02, dear god I've done it again, FREE ME"
<a href='https://archiveofourown.org/works/44069604'>My Immortal</a>,xXhiddenbeautyXP,Completed,53,29,24,772,General Audiences,867,3,2023-01-08,Alternate Universe
<a href='https://archiveofourown.org/works/44797774'>be steadfast</a>,birgittesilverbae,Completed,53,45,8,453,Teen And Up Audiences,2812,1,2023-02-05,"wheel of time AU, wot book spoilers through book 2, ripping the ceremony dialogue wholesale from the scene but everything else is homemade baby"
<a href='https://archiveofourown.org/works/43375821'>Revelation Dawning</a>,BlackCohosh,Completed,52,48,4,811,Teen And Up Audiences,1839,1,2022-12-02,"Father Vincent/Mother Superion - Freeform, gun - Freeform, Humor, Fluff, One-Shot, Warrior Nun S2, Avatrice"
<a href='https://archiveofourown.org/works/43320676'>inside of your light</a>,dww13,Completed,52,49,3,513,General Audiences,2553,1,2022-11-29,"Songfic, pre-season 2 and post-season 2 moments, fluff and angst but mostly angst sorry"
<a href='https://archiveofourown.org/works/44664715'>Bang Bangs</a>,Hugo_falcon,Completed,52,47,5,357,General Audiences,575,1,2023-02-02,"Fluff, Haircuts"
<a href='https://archiveofourown.org/works/43751340'>All my stolen missing parts</a>,thelastofus2ellie,Completed,45,40,5,650,General Audiences,2783,1,2022-12-21,"Angst, Heavy Angst"
"<a href='https://archiveofourown.org/works/44860660'>I would've loved, would've loved you forever (it's never enough but I wanted it to be)</a>",gayestcatra,Completed,44,40,4,539,Teen And Up Audiences,836,1,2023-02-07,"Femslash February, Femslash February 2023, Hugs, Fluff and Angst, Feelings, Pining, POV Sister Beatrice (Warrior Nun), Gay Mess Sister Beatrice (Warrior Nun), Introspection, Internalized Homophobia, Post-Season/Series 01, Canon Compliant, Falling In Love, Pre-Relationship, Character Study, just a little, Bittersweet, Angst and Feels, idk - Freeform, Repressed Sister Beatrice (Warrior Nun), Soft Sister Beatrice/Ava Silva, I'm Bad At Tagging, My First Work in This Fandom, How Do I Tag, no beta we die like michael"
<a href='https://archiveofourown.org/works/43619865'>OneShot Season3 Fix-It</a>,Ashlovesherself98,Completed,43,40,3,1332,Explicit,1202,1,2022-12-14,"Domestic Fluff, Fix-It, fix"
"<a href='https://archiveofourown.org/works/44965231'>If I ever were to lose you, I'd surely lose myself.</a>",thelastofus2ellie,Completed,42,35,7,602,General Audiences,4477,1,2023-02-12,"Heavy Angst, Blood and Injury, Blood and Gore, Blood and Violence, WNFICCOMP23"
<a href='https://archiveofourown.org/works/44144574'>Loss</a>,Wanderings_of_wonderings,Completed,41,37,4,401,General Audiences,642,1,2023-01-09,"Hurt No Comfort, Hurt, Angst, this is how I imagine the first hours after Ava went through the arc went, Sister Beatrice Needs a Hug (Warrior Nun), I cried writing this, Sister Camila needs a hug, One Shot, One Shot Collection, Short One Shot"
<a href='https://archiveofourown.org/works/43394433'>misplaced.</a>,beatrices_halo,Completed,41,38,3,329,General Audiences,2763,1,2022-12-03,"i'm really bad at tags and summaries, Post-Canon, Sad, happy flashback tho, THEN SAD AGAIN, polaroids!, this would actually be so cute if it wasn't sad"
<a href='https://archiveofourown.org/works/44753061'>Dancing with the love of your life</a>,Hugo_falcon,Completed,40,32,8,174,Teen And Up Audiences,1637,1,2023-02-03,"Dancing, Slow Dancing, Romance, Fluff, Soft Sister Lilith (Warrior Nun), Romantic Fluff, Established Relationship"
<a href='https://archiveofourown.org/works/44725645'>True Love Is Lucky To Find (Just Like Striking Gold)</a>,Scooby_Doo_Creepymechclown,Completed,39,27,12,187,General Audiences,3297,1,2023-02-02,"If It's Not Camila Or Dora The Characters Are Mentioned, Post-Season/Series 02, Like Immediately After The Final Fight, Angst, Hurt/Comfort, Emotional Hurt/Comfort, Crying, First Kiss, Cuddling & Snuggling, WNFICOMP23, There Was Only One Bed But Neither Of Them Are Using It"
<a href='https://archiveofourown.org/works/44943118'>this time i've lost my own return in spite of everything i've learned</a>,mushymycelium,Completed,34,31,3,506,Not Rated,1662,1,2023-02-11,Hurt
<a href='https://archiveofourown.org/works/44183617'>Love is Lovely</a>,xXhiddenbeautyXP,Completed,31,27,4,373,General Audiences,484,1,2023-01-10,"The hola is a spoon, Crack Treated Seriously"
"<a href='https://archiveofourown.org/works/44797576'>I love you, most ardently</a>",scribble005,Completed,29,26,3,246,Not Rated,1312,1,2023-02-05,"WNFICOMP23, Save Warrior Nun, pride and prejudice au, This universe is not factual to history it's my own universe so don't come at me, One Shot, Unrequited Love, Mary and Shannon are only mentioned"
<a href='https://archiveofourown.org/works/44874013'>Beach</a>,hulkling616,Completed,25,21,4,385,General Audiences,100,1,2023-02-08,"Fluff, Established Relationship, Love, Drabble, Femslash February"
<a href='https://archiveofourown.org/works/43505956'>Snail Love</a>,[],Completed,24,21,3,337,Not Rated,349,1,2022-12-09,NA
<a href='https://archiveofourown.org/works/44799463'>Fluff</a>,hulkling616,Completed,23,17,6,339,General Audiences,100,1,2023-02-05,"Fluff, Established Relationship, Soft Sister Beatrice/Ava Silva, Drabble, Femslash February"
<a href='https://archiveofourown.org/works/43460829'>saudade</a>,ISlayedBuffy,Completed,22,16,6,242,General Audiences,376,1,2022-12-06,"Short, Grief"
<a href='https://archiveofourown.org/works/43169709'>Love Letters Sometimes Arrive Too Late</a>,witchwoodsniggle,Completed,19,16,3,183,Teen And Up Audiences,452,1,2022-11-20,"Angst, Letters, Grief/Mourning, Canon Compliant, Post Season 2 Episode 8, Post Warrior Nun season 2, beatrice is sad and grieving so she writes a letter, One Shot, maybe? - Freeform, idk but it's probably pretty said I've been known to do that with letters about death"
