title,author,status,engagements,kudos,comments,hits,rating,words,chapters,status_date,additional_tags
<a href='https://archiveofourown.org/works/44136727'>would catch a knife for you</a>,Kendrene,Completed,462,445,17,2059,Teen And Up Audiences,2231,1,2023-01-08,"a little fun with fake knives, ava had to learn that move somewhere, Hurt/Comfort, Switzerland"
<a href='https://archiveofourown.org/works/43766590'>Taking one clumsy shower</a>,Dismal_Love,Completed,453,417,36,7628,Explicit,3455,3,2022-12-28,"Avatrice, Romance, Smut, Graphic Description, explicit for a reason, shower"
<a href='https://archiveofourown.org/works/43703808'>Capability</a>,Silverius23,Completed,453,417,36,4857,Mature,2984,1,2022-12-19,"Girl Penis, Lazy Mornings, Morning Kisses, Morning Sex, Sex, Fluff, Doctors & Physicians"
<a href='https://archiveofourown.org/works/43500439'>some things change (some things stay the same)</a>,somanyfeelings,Completed,453,441,12,2149,Teen And Up Audiences,6893,1,2022-12-08,"Post-Season 2, Time Loop AU, look it's not NOT canon, (chants) switzerland fic! switzerland fic!"
<a href='https://archiveofourown.org/works/44136348'>Cold</a>,AsamiOnTop,Completed,450,440,10,1428,General Audiences,1636,1,2023-01-08,"cuddling in switzerland, yes it's another one of those, many exist but add it to the list, Fluff, soft"
<a href='https://archiveofourown.org/works/43889445'>Playing it Close to my Heart</a>,Stycoa,Completed,443,435,8,3054,Mature,7852,1,2022-12-28,"Introspection, Hurt/Comfort, Author is a Hopeless Romantic, Feelings Realization, Mutual Pining, split POV, Mild Smut, Internalized Homophobia"
<a href='https://archiveofourown.org/works/43351560'>Thirst</a>,AnonymousViolets,Completed,442,427,15,4825,Teen And Up Audiences,1747,1,2022-12-01,"Fluff, Romance, just these two being cute, Beatrice is a poetry nerd in so many languages and you can't change my mind, Also every gay that has religious trauma but also misses being religious should read Thirst, Ava just likes Beatrice's accent, Canon Divergent, time in Switzerland"
<a href='https://archiveofourown.org/works/43240210'>let it spill from your mouth</a>,sleepyshamrocks,Completed,442,419,23,2044,Mature,2617,1,2022-11-24,"Non-Linear Narrative, mentions of blood (like lots of it), Canon-Typical Violence, character study of beatrice studying ava"
<a href='https://archiveofourown.org/works/43256707'>Possessed</a>,AllThingsFiction,Completed,441,420,21,3703,General Audiences,3206,2,2022-11-26,"Sister Beatrice is possessed, Ava looses her shit, Hurt Sister Beatrice, Hurt"
"<a href='https://archiveofourown.org/works/44125518'>oh, with you, a girl could get bolder</a>",LittleLostStar,Completed,437,421,16,2672,Mature,4128,1,2023-01-08,"Switzerland Au, Fluff, Kissing, italicized 'oh' moment because fuck you i'm gay, grand romantic gestures gone whimsically awry, Wingman!Hans, Wingwoman!Camila, big romcom vibes, Ava is the gayest disaster in all of Switzerland, Beatrice is the gayest disaster in all of Europe, this started out a little bit silly and then became very very silly, but it all works out in the end, it's a CRJ songfic idk what you were expecting"
<a href='https://archiveofourown.org/works/43363051'>Six Recognitions of the Lord</a>,AnonymousViolets,Completed,433,408,25,4813,Explicit,7933,6,2022-12-21,"Romance, Fluff, Fluff and Angst, partially canon compliant, Eventually Canon Divergent, devotion to the mission becoming devotion to each other, an exploration of their time in Switzerland, as told by Mary Oliver's 'Six Recognitions of the Lord', Smut, Domestic Fluff, Fluff and Smut"
<a href='https://archiveofourown.org/works/43275075'>building up to something</a>,WishingTree,Completed,430,409,21,1784,General Audiences,2351,1,2022-11-27,"Pre-Relationship, is the word lego supposed to be capitalized? let's go with nah"
<a href='https://archiveofourown.org/works/43250772'>Luke 23:24</a>,TheCoasts,Completed,428,406,22,3472,Teen And Up Audiences,4515,1,2022-11-25,"Hans Ofthealps, the camila matchmaking fic. because she deserves it, her efforts.... i see them, it follows canon lol so be aware"
<a href='https://archiveofourown.org/works/43969087'>make a pure love work in a dirty way</a>,candy_bong,Completed,427,404,23,5630,Explicit,3040,1,2022-12-31,"this is just porn, Plot What Plot/Porn Without Plot, blasphemous sex, legit this is just pure filth, remember that scene in lady gaga's alejandro mv, Avatrice, Spoilers for Season 2"
<a href='https://archiveofourown.org/works/43824033'>New Year's Resolutions</a>,Silverius23,Completed,427,411,16,3675,Mature,4160,1,2022-12-25,"Nuns, Breaking Celibacy Vows, New Year's Resolutions, Mild Smut, Alternate Universe - No Powers"
<a href='https://archiveofourown.org/works/43963374'>take the moment and taste it</a>,b0lu0mi,Completed,424,386,38,3027,General Audiences,14833,1,2022-12-31,"Hurt/Comfort, in celebration of the new year!, beatrice is really going through it i'm sorry, a sprinkle of switzerland era but it's hidden in all the angst, avatrice reunion i just love them"
<a href='https://archiveofourown.org/works/43780471'>Trained For Sin</a>,lgbeatricetq,Completed,424,410,14,2424,Not Rated,1266,1,2022-12-23,"Major Character Injury, Ava gets impaled scene, But Beatrice is there, Sister Beatrice Needs a Hug (Warrior Nun), Soft Ava Silva, Soft Sister Beatrice/Ava Silva, Ava Silva Needs a Hug, POV Ava Silva"
<a href='https://archiveofourown.org/works/43485901'>This Love in a Photograph</a>,ShotgunAries,Completed,420,413,7,1936,Not Rated,2260,1,2022-12-07,"soft, emo beatrice, this was supposed to be short, I guess this takes place in the 2mo between seasons"
<a href='https://archiveofourown.org/works/43443261'>Sleepy Mornings</a>,Shesgayfellas,Completed,417,411,6,2797,General Audiences,491,1,2022-12-06,"Fluff, Sharing a Bed, Cuddling, Beatrice's internalised homophobia peaking out a bit, One Shot, Set in Switzerland"
"<a href='https://archiveofourown.org/works/44315836'>eve, in the garden</a>",LittleLostStar,Completed,414,402,12,4095,Explicit,2258,1,2023-01-16,"Plot What Plot/Porn Without Plot, Porn with minimal Plot, Beatrice shows Ava how to open a pomegranate and then things get even more sapphic, TFW your gf eats fruit so good you have to top her immediately, Cunnilingus, Vaginal Fingering, Counter Sex, Kitchen Sex, quick and filthy"
<a href='https://archiveofourown.org/works/43195465'>like heaven when i'm with you</a>,ganyusqingxin,Completed,413,403,10,4932,Mature,2152,1,2022-11-21,"Cunnilingus, Kneeling, Adorable, Catholicism, Alternate Universe - Canon Divergence, avatrice filth, beatrice giver, ava fucking enjoys it, they both enjoy it, One Shot, Established Relationship"
<a href='https://archiveofourown.org/works/43339062'>The Heart of the Matter</a>,Thesaurusaurus_Rex,Completed,413,394,19,2664,Not Rated,2019,1,2022-11-30,"Post-Season/Series 02, Ava Comes Home, Angst with a Happy Ending, Ava made some choices in that finale okay?, And Bea and I have some feelings about some of those choices, So now the three of us are gonna work through it together, The ending is pretty fucking cute though NGL, In this (Jewish) household we don't fuck with your glorified martyrdom tropes, Sorry Not Sorry"
"<a href='https://archiveofourown.org/works/43749978'>here we are, tuesday</a>",afire,Completed,410,379,31,2515,Teen And Up Audiences,6052,1,2022-12-22,"Future Fic, takes many creative liberties that go unmentioned just roll with it"
<a href='https://archiveofourown.org/works/43185648'>illuminate</a>,WaveGoodbye,Completed,410,370,40,1896,Teen And Up Audiences,4882,1,2022-11-21,"two idiots learning how to navigate being on the run from a devil, and also their growing feelings, Post-S1"
<a href='https://archiveofourown.org/works/43405512'>tension of the interlude</a>,unicyclehippo,Completed,409,395,14,2525,General Audiences,1932,1,2022-12-04,"Mother Superion (mentioned) - Freeform, Beatrice's parents (mentioned), sleepy ava my beloved"
<a href='https://archiveofourown.org/works/44409061'>Back to You</a>,StoicLastStand,Completed,406,359,47,1869,General Audiences,4935,1,2023-01-20,"Time Travel Fix-It, Canonical Events Happen (Again), Non-Canonical Events Happen, Pre-Canon, Post-Relationship to Pre-Relationship, Time Travel fucks up all the shipping charts, ""I love you"" but also Beatrice hasn't met Ava yet, Halo has a favourite and she's a little problematic, Because she is both little and problematic, The actual problems are huge, It wants Beatrice back to help deal with this, Quadriplegic Ava"
<a href='https://archiveofourown.org/works/43874790'>slow dancing in the light</a>,avasilvas,Completed,404,378,26,2306,Teen And Up Audiences,2735,1,2022-12-27,"Fluff, like... an insane amount of fluff, will rot your teeth, Beatrice Loves Her Girlfriend a Lot, They're Just IN LOVE, Established Relationship, and they dance in the street, lots of space metaphors"
<a href='https://archiveofourown.org/works/43256295'>i overflow like mercury</a>,b0lu0mi,Completed,403,395,8,2293,Not Rated,1788,1,2022-11-25,"Panic Attacks, Implied/Referenced Child Abuse, Hurt/Comfort, Fluff, Sister Beatrice Needs a Hug (Warrior Nun), ava gives her that hug, Ava Silva Being Ava Silva, ava makes jokes to distract beatrice, i still can't do tags"
<a href='https://archiveofourown.org/works/43777302'>What's In a Name</a>,unburnttkhaleesi,Completed,399,388,11,2014,Teen And Up Audiences,3381,1,2022-12-22,"Fluff, just fluff, and babies, family fic, honestly i couldn't get this plot out of my head, set after the holy war"
"<a href='https://archiveofourown.org/works/43260616'>Sugar, Spice, and give me patience, Jesus Christ</a>",Wanderings_of_wonderings,Completed,396,369,27,4346,Not Rated,8844,7,2022-12-08,"I Wrote This Instead of Sleeping, I Will Go Down With This Ship, Sister Camila Ships It (Warrior Nun), Adorable Sister Camila (Warrior Nun), Domestic Avatrice, Avatrice, Parenthood, Parent-Child Relationship, Bisexual Ava Silva, Married Ava Silve/Sister Beatrice, Soft Sister Beatrice/Ava Silva, Ava Silva Being Ava Silva, Ava Silva Being a Dumbass, Soft Ava Silva, Soft Sister Beatrice, Sister Lilith Deserves Love (Warrior Nun), Avatrice baby, this came to me in a dream, Domestic Fluff, Family Fluff, Fluff, Fluff and Angst, a little angst for flavor, Sister Beatrice Deserves a Break"
<a href='https://archiveofourown.org/works/43924755'>Halo (9a/5.14d)</a>,echoicdreamscape,Completed,396,352,44,2661,Teen And Up Audiences,4482,1,2022-12-29,"Climbing AU, Documentary style, featuring professional climber Ava, and her band of pro and retired climbers, Ava curses so much!"
<a href='https://archiveofourown.org/works/43295766'>This Touch Will Never Be Enough</a>,wraithofwords,Completed,396,385,11,2611,Teen And Up Audiences,4646,1,2022-11-27,"Canon Compliant, Mutual Pining, Fluff and Angst"
<a href='https://archiveofourown.org/works/43917660'>Tequila Night</a>,Legendofgays,Completed,395,385,10,3519,Teen And Up Audiences,4808,2,2023-01-03,"Alternate Universe - Roommates/Housemates, roommates au, Friends With Benefits, will they wont they, Ambiguous/Open Ending, Two Shot, cause i got bullied into writing a two shot"
<a href='https://archiveofourown.org/works/43262539'>However Long It Lasts</a>,DangersUntoldHardshipsUnnumbered,Completed,394,378,16,3500,Teen And Up Audiences,3460,2,2022-12-12,NA
"<a href='https://archiveofourown.org/works/43695955'>Would it be a sin, if I can't help falling in love with you?</a>",unburnttkhaleesi,Completed,393,382,11,2264,Teen And Up Audiences,3978,1,2022-12-18,"Sick Fic, ava gets a cold because the halo likes messing with her, and Beatrice comes to the rescue to take care of her, just a lot of fluff, and some medical trauma, camila is the captain of this ship, but the halo is the firstmate"
<a href='https://archiveofourown.org/works/43325797'>the ache in my heart</a>,avabeautifulday,Completed,391,379,12,3280,General Audiences,2117,1,2022-11-29,"Miscommunication, Found Family, Hurt/Comfort, Touch-Starved, Angst with a Happy Ending"
"<a href='https://archiveofourown.org/works/44334676'>Oh, and then your hand found mine (but does it have a little time?)</a>",shelteredbyshadow,Completed,391,372,19,2791,Not Rated,11040,1,2023-01-16,"Fluff and Angst, Angst with a Happy Ending, Miscommunication, Communication, Asexuality Spectrum, Asexuality, Developing Relationship, Relationship Negotiation, Consent, Consent Issues, Past Abuse, Past Domestic Violence, Touch-Starved, Touching, Internalized Acephobia, Internalized Homophobia"
<a href='https://archiveofourown.org/works/43094217'>when you are a nun but works at a bar</a>,awkward_enjambments,Completed,388,364,24,2169,General Audiences,2290,2,2022-11-23,"Fluff and Crack, start of season 2, a little sad in the middle, mostly flluff"
<a href='https://archiveofourown.org/works/43206912'>back to the alps</a>,Aphrodite16,Completed,387,376,11,2229,General Audiences,4099,1,2022-11-22,"Happy Ending, Feels"
<a href='https://archiveofourown.org/works/44205460'>All I need's you (and a bit of music)</a>,echoicdreamscape,Completed,386,337,49,2774,Mature,4357,1,2023-01-11,"featuring horny ava, nearly oblivious bea, and scheming mary/shannon, rating is for ava's sheer levels of horniness, Climbing AU"
<a href='https://archiveofourown.org/works/43214856'>Language! It's All In The Wording</a>,masquev2,Completed,386,352,34,2553,Teen And Up Audiences,5245,1,2022-11-22,"Avatrice, Fluff, Humor, Fluff and Humor, Useless Lesbians, No Lesbians Die, Camilith - Freeform"
<a href='https://archiveofourown.org/works/44314813'>to see you smile</a>,parx103,Completed,385,350,35,5838,General Audiences,15034,10,2023-02-14,"Fluff, Adorable Ava Silva, Soft Sister Beatrice/Ava Silva, Ava Silva Being Ava Silva, Gay Mess Sister Beatrice (Warrior Nun)"
<a href='https://archiveofourown.org/works/43442115'>The Gardens</a>,AnonymousViolets,Completed,383,368,15,5755,Explicit,4121,3,2022-12-23,"Canon Divergent, fills in some time gaps in canon but with my own little spin, Angst, Romance, I Wrote This Instead of Sleeping, Smut, Shameless Smut, Vaginal Sex, Vaginal Fingering, Face-Fucking, Face-Sitting, Choking"
<a href='https://archiveofourown.org/works/43019232'>In The Next</a>,StellaOquvist21,Completed,382,372,10,4447,Not Rated,5229,3,2022-12-01,"POV Sister Beatrice (Warrior Nun), Avatrice, Season Finale, Sister Beatrice Needs a Hug (Warrior Nun)"
<a href='https://archiveofourown.org/works/43490283'>the fate of the two of us will twist and twist</a>,tzushi,Completed,382,369,13,2964,Teen And Up Audiences,8374,1,2022-12-08,"Canon-Typical Violence, there's a lot of mentions of blood and death but nothing more brutal than the show, Soulmates, Reincarnation, y'all ever listened to rondo of the sun and moon?, beatrice and ava are reincarnated soulmates living through so many lifetimes, Alternate Universe - Royalty, Assassin AU, briefly stealing from the plot of fear street 1666, Angst, Angst with a Happy Ending, sorry i cant write happy things?, NOT historically accurate im 19 and a fanfic writer, smacks fic this bad boy can fit so many alternate universes"
"<a href='https://archiveofourown.org/works/44331877'>the world was empty, save you and i</a>",understreetlights,Completed,380,357,23,2437,Mature,5993,1,2023-01-16,"Alternate Universe - Canon Divergence, Reunions, god is scared of beatrice nolastname (canon)"
<a href='https://archiveofourown.org/works/43465140'>baby i got a plan (run away fast as you can)</a>,gilligankane,Completed,376,334,42,2084,General Audiences,2754,1,2022-12-07,"let's see how much we can stretch out one ~two minute scene, i guess this is angsty? anyway we know how it shakes out so don't expect anything different"
<a href='https://archiveofourown.org/works/44536015'>The Night We Met</a>,calcifires,Completed,374,364,10,4083,Explicit,10538,1,2023-01-25,"Alternate Universe - College/University, One Night Stands, Porn With Plot, cos uh it do get pretty spicy at the end, also bartender hans is the real wingman here"
<a href='https://archiveofourown.org/works/44362546'>Sharpie Marks Me as Yours</a>,Silverius23,Completed,369,350,19,3834,Mature,3480,3,2023-01-19,"Writing, Writing on Skin, Writing on the Body, Dom/sub Undertones, Cute, Praise Kink, Mild Sexual Content, Public Claiming"
<a href='https://archiveofourown.org/works/44051836'>The Weaving Road</a>,uhpockuhlipz,Completed,369,334,35,1417,Not Rated,4757,1,2023-01-04,"Canon Compliant, Post-Canon, Pre-Canon, it's got all the canon types yw, Red String of Fate, Sort Of, i mean there's no red string gimmicky thing but fate is involved sort of, Oh Beatrice's parents are mentioned a lot and her relationship with them features prominently"
<a href='https://archiveofourown.org/works/44621116'>forgive me distant wars (for bringing flowers home)</a>,possibilist,Completed,367,346,21,2070,Mature,6383,1,2023-01-29,"they are just trying to vibe!, but it's hard when u fought a war!, This is soft tho"
<a href='https://archiveofourown.org/works/43557712'>On Love and Christmas Sweaters</a>,AceOnIce,Completed,367,360,7,1499,Teen And Up Audiences,2400,1,2022-12-11,"Christmas Fluff, Holiday Sweaters, Established Relationship, Crack Treated Seriously, Fluff and Crack, Implied/Referenced Sex, but very minor"
<a href='https://archiveofourown.org/works/43606302'>Ruined</a>,wraithofwords,Completed,365,354,11,2561,Teen And Up Audiences,3078,1,2022-12-14,"Post-Canon, Character Study, Internalized Homophobia, Self-Discovery, Self-Acceptance"
<a href='https://archiveofourown.org/works/43178916'>You Smell</a>,Hugo_falcon,Completed,363,338,25,2447,Teen And Up Audiences,3688,1,2022-11-27,"Emotionally Repressed, Fluff and Humor, Light Angst, Soft Sister Lilith (Warrior Nun), Friendship, Jealousy, Mistakes, Adorable, Comedy of Errors, Established Relationship, Love Confessions, Background Relationships, Background Sister Beatrice/Ava Silva, Gay mess sister Lilith"
<a href='https://archiveofourown.org/works/43928478'>I Hear Them Whispering (about the places that you've been)</a>,LordBuckwheat,Completed,360,352,8,5171,Explicit,3041,1,2022-12-30,"Avatrice, This is just smut, Top Ava, Top Beatrice, They Flip Flop, Plot What Plot/Porn Without Plot, Vaginal Fingering, Oral Sex, Orgasm Delay, No beta we die like Papa Duretti, Porn with Feelings"
<a href='https://archiveofourown.org/works/43440378'>grant us a quiet night and perfect end</a>,infinitylilies,Completed,359,348,11,2600,Teen And Up Audiences,4108,1,2022-12-06,"Canon Compliant, Post-Canon, Fluff and Angst, Domestic Fluff, Sad Ending, ava and beatrice as roommates, there's only one bed, One Shot, Ava Silva Being Ava Silva, Gay Mess Sister Beatrice (Warrior Nun), Soft Sister Beatrice/Ava Silva, bea needs a hug, Literal Sleeping Together, Spooning, Gay yearning, Feelings, Catholic Prayers"
<a href='https://archiveofourown.org/works/43520355'>Comfort In Each Other</a>,jaxthepigeon,Completed,358,353,5,2790,Not Rated,5842,1,2022-12-09,"Hurt/Comfort, Idiots in Love, Blood and Injury, Camila being Avatrice's number one shipper"
<a href='https://archiveofourown.org/works/44016966'>song for you</a>,theartificem,Completed,357,347,10,1927,General Audiences,2160,1,2023-01-02,new years eve au
<a href='https://archiveofourown.org/works/43585668'>Sparring</a>,SkyeSunclaw,Completed,353,350,3,2184,Not Rated,1929,1,2022-12-12,One Shot
<a href='https://archiveofourown.org/works/43906780'>Halo Bearer in the Bed</a>,rippler3,Completed,352,336,16,6901,Explicit,3712,1,2022-12-28,"Fluff and Smut, Smut, First Time, Gay Mess Sister Beatrice (Warrior Nun), Lesbian Sex, Masturbation, Bedroom Sex, Sharing a Room, Vaginal Fingering, Cunnilingus, Loss of Virginity, Tribadism, Scissoring, POV Sister Beatrice (Warrior Nun), Crushes, Fluff and Angst, Porn with Feelings"
<a href='https://archiveofourown.org/works/43732758'>How to marry the love of your life (Ava style)</a>,thelastofus2ellie,Completed,352,345,7,2142,General Audiences,2056,1,2022-12-20,Crack
<a href='https://archiveofourown.org/works/43550670'>Sometimes I Try</a>,leet911,Completed,351,334,17,1556,General Audiences,1022,1,2022-12-11,"Slice of Life, Training, Waterwalking, Yearning, Pre-Relationship, they love each other they just haven't figured it out yet, Almost Kiss"
<a href='https://archiveofourown.org/works/43217142'>Will you still be here when my eyes open</a>,TranscendentDays,Completed,350,341,9,1910,Not Rated,4240,1,2022-11-22,"Roommates, They are in the Alps, Domestic, Friends to lovers (but on the way there vibes), Fluff and Humor, Feels, Emotional, Intimacy"
<a href='https://archiveofourown.org/works/44835217'>Waking up slow</a>,w33p1ngw1ll0w,Completed,348,339,9,3718,Explicit,2422,1,2023-02-06,"Soft Sister Beatrice/Ava Silva, Established Relationship, Romance, Morning Sex, Smut, Plot What Plot/Porn Without Plot, Top Beatrice, Bottom Ava, Short One Shot, How Do I Tag, no beta we die like duretti, Post-Canon, Fluff and Smut"
<a href='https://archiveofourown.org/works/43476267'>If I Left</a>,leet911,Completed,348,337,11,1868,General Audiences,1162,1,2022-12-07,"Spoilers, Fluff, Ava is back, egregious overuse of italics, Reunited and It Feels So Good"
<a href='https://archiveofourown.org/works/43769095'>all the wealth of one's house for love</a>,hanap,Completed,348,332,16,1523,Teen And Up Audiences,4025,1,2022-12-22,"Developing Relationship, Domestic Fluff, Moving In Together, love is stored in the Alpine peaks"
<a href='https://archiveofourown.org/works/44024217'>Ruffled Feathers</a>,wraithofwords,Completed,346,340,6,3027,Teen And Up Audiences,6265,1,2023-01-02,"Post-Canon, Established Relationship, Fluff and Angst, drunk ava, drunk beatrice, Drunk Gossip Session, Bea's First Gay Joke, Hungover Beatrice, Vacation Snapshots, swans are evil, Fancy Outfits for a Fancy Party, Confronting a Childhood Bully, (Mostly fluff this time)"
<a href='https://archiveofourown.org/works/43882341'>Your beauty never ever scared me</a>,AtomicJellyb3an,Completed,343,332,11,1979,Teen And Up Audiences,2778,1,2022-12-27,"Tooth-Rotting Fluff, Fluff, Body Worship, Insecurity, its really just Beatrice showering Ava with love"
<a href='https://archiveofourown.org/works/44007792'>Say My Name</a>,VoldemortJan,Completed,342,334,8,5430,Explicit,3599,1,2023-01-02,"Lesbian Sex, Smut, Shameless Smut, Makeup Sex, Edgeplay"
<a href='https://archiveofourown.org/works/43717728'>In liquor veritas</a>,Kendrene,Completed,342,330,12,1922,Teen And Up Audiences,1634,1,2022-12-19,"Fluff and Humor, Post-Canon, Post Season 2, Love Confessions"
<a href='https://archiveofourown.org/works/44978503'>the imprint of your soul on mine (feels nothing short of divine)</a>,shadowski,Completed,342,310,32,1830,Teen And Up Audiences,1530,1,2023-02-12,"Established Relationship, Fluff, Post S2, learning your partner's native tongue as a love language, holy war has been won ages ago!! outta sight outta mind"
<a href='https://archiveofourown.org/works/43586392'>Halo Bearer on the Brain</a>,rippler3,Completed,340,321,19,4480,Explicit,1801,1,2022-12-12,"Fluff and Smut, Smut, Crushes, Angst, Gay Mess Sister Beatrice (Warrior Nun), Sexual Fantasy, Masturbation, Vaginal Fingering, POV Sister Beatrice (Warrior Nun)"
<a href='https://archiveofourown.org/works/44181979'>Sinner</a>,heartinvacancy,Completed,338,334,4,3287,Not Rated,4302,1,2023-01-10,"they are in love your honor, Fake/Pretend Relationship, Friends to Lovers, they are stupid as well your honor, no beta'd"
<a href='https://archiveofourown.org/works/44103990'>Memories Spilled like Ink</a>,The_Boundless_Writer,Completed,338,331,7,1974,Not Rated,4428,1,2023-01-06,"Alternate Universe - Modern Setting, Bartender Ava, Tattoo Artist Beatrice, Missed Opportunities"
<a href='https://archiveofourown.org/works/43626885'>Chamomile</a>,amsflame,Completed,333,323,10,1953,General Audiences,1733,1,2022-12-15,"Sick Character, Ava takes care of Beatrice, Fluff, just under 2k of literally nothing, fuck netflix"
"<a href='https://archiveofourown.org/works/43469581'>it's only you, come ease my slumber</a>",whyyesitscar,Completed,332,295,37,1633,Teen And Up Audiences,1642,1,2022-12-07,"Inspired by Fanart, uh oh i'm back on my soft yearning bullshit again!!!"
<a href='https://archiveofourown.org/works/43816554'>Hymn for Her</a>,AllThingsFiction,Completed,330,323,7,3017,Explicit,2884,1,2022-12-24,"Fluff and Smut, Ava Returns, Post-Season/Series 02, Idiots in Love, they are in love your honor, Soft Ava Silva, Soft Sister Beatrice/Ava Silva, Soft Sister Beatrice, Not Beta Read, Tags Are Hard, Save Warrior Nun"
<a href='https://archiveofourown.org/works/44233546'>sometimes home is a cat and a nun</a>,potsticker1234,Completed,330,314,16,1691,General Audiences,4884,1,2023-01-13,"ava gets a cat, switzerland shenanigans, Fluff, POV Ava Silva, ava sucks at lying, the halo heals and cures allergies, hans co captain of the avatrice ship"
<a href='https://archiveofourown.org/works/43984270'>Is It Too Cheesy to Call This Fireworks?</a>,uhpockuhlipz,Completed,325,307,18,1433,Not Rated,2045,1,2023-01-01,"New Year's Eve, Alternate Universe - Neighbors, listen sometimes you just need some gay new years tropes, i just want them to kiss everywhere all the time it's fine"
"<a href='https://archiveofourown.org/works/44812996'>Silent Light, Clamorous Darkness</a>",Ofibooks,Completed,323,304,19,3187,General Audiences,9316,3,2023-02-16,"Avatrice, ava x beatrice, Post Season 2, Post-Canon, Ava is back, Food Fight, Ava doesn't speak, Mute Ava Silva, Holy war, Beatrice's parents - Freeform, Happy Ending"
<a href='https://archiveofourown.org/works/44362495'>the weaving road</a>,Smokestarrules,Completed,320,308,12,2166,General Audiences,4321,1,2023-01-21,"Fluff, literally thats it - Freeform, Established Relationship, Mary is FINE and we're not gonna talk about it she just is, so is Ava, post s2 and everything is Fine, happy birthday em!!!"
<a href='https://archiveofourown.org/works/43626192'>let's make an everlasting promise</a>,tzushi,Completed,320,311,9,2052,Teen And Up Audiences,7297,1,2022-12-15,"Post Season 2, Mary Lives, Team as Family, Fluff, it's just all of them having fun together and healing:), T for swears, pushing the lilith ava best friend agenda once more"
<a href='https://archiveofourown.org/works/43718298'>the way we touch isn't enough</a>,lornursus,Completed,320,311,9,1831,Teen And Up Audiences,3727,1,2022-12-19,"Fluff and Angst, Hurt/Comfort, Alternate Universe - Canon Divergence, Yearning, Omg so much yearning, Mutual Pining, kiss already, Idiots in Love, they're idiots your honor, homoerotic nursing of injuries?, its more likely than you think"
<a href='https://archiveofourown.org/works/43170870'>Beat the Parent (Pt.2)</a>,firedancer34,Completed,318,313,5,1790,Not Rated,3286,1,2022-11-20,"Hurt/Comfort, Fluff and Crack, Triggers, Implied/Referenced Homophobia, Emotional/Psychological Abuse, Happy Ending, Ava being an overprotective badass"
<a href='https://archiveofourown.org/works/43367793'>and i chose you (the one i was dancing with)</a>,mogw,Completed,317,312,5,1808,Teen And Up Audiences,2589,1,2022-12-02,"They're In Love Your Honor, honestly just ava realizing she love loves her, like LOVE loves her, and beatrice being so sweet and blissfully unaware of avas internal meltdown, set during 2x01, complete with an oh oh moment"
"<a href='https://archiveofourown.org/works/43756867'>High Risk Enemies, Low Risk Girlfriends</a>",Silverius23,Completed,315,300,15,2367,Teen And Up Audiences,7934,1,2022-12-21,"Fluff and Angst, Domestic Fluff, Studying, Alternate Universe - Boarding School, Boarding School, First Dates, Dorks in Love"
<a href='https://archiveofourown.org/works/43323790'>Careful Confessions</a>,MagicInTheWaves,Completed,315,299,16,1969,Teen And Up Audiences,8577,1,2022-11-29,"Character Study, Emotional Hurt/Comfort, POV Ava Silva, POV Second Person, Switzerland, Canon Compliant, Missing Scene, Scenes Between a Scene, Avatrice, Mutual Pining, Pining"
<a href='https://archiveofourown.org/works/43796019'>no grave can hold my body down (i'll crawl home to her)</a>,sapphicsupergirl,Completed,315,305,10,1825,Not Rated,4242,1,2022-12-23,"this is a hot mess, brought to you by my notes app, theyre gay your honor, i might add more to this idk"
<a href='https://archiveofourown.org/works/43504044'>As the world comes to an end (I'll be there to hold your hand)</a>,Lenna,Completed,311,282,29,2956,General Audiences,7555,6,2023-02-05,"Avatrice, Yasmine is the mvp of the season, warrior nun - Freeform, Sister Beatrice Needs a Hug (Warrior Nun), Character Study, No beta we die by lightning like Duretti"
<a href='https://archiveofourown.org/works/43648170'>your hand in mine</a>,avabeautifulday,Completed,311,307,4,2166,Teen And Up Audiences,4030,1,2022-12-18,"5+1 Things, Fluff, hand holding, tiny bit of angst? i tried to recreate the alps fight, a lot of softness"
<a href='https://archiveofourown.org/works/43268349'>like the flowers grow</a>,stranded_star,Completed,310,289,21,1874,Teen And Up Audiences,1326,1,2022-11-26,"Domestic Fluff, Intimacy, Repression, and they were ROOMMATES"
<a href='https://archiveofourown.org/works/43336294'>Deep End</a>,amsflame,Completed,309,301,8,2581,General Audiences,1237,1,2022-11-30,NA
<a href='https://archiveofourown.org/works/43921365'>She Said She Wanted to Lick Me</a>,elsie_2022,Completed,308,305,3,1741,Teen And Up Audiences,1220,1,2022-12-29,Jealousy
<a href='https://archiveofourown.org/works/43738035'>trust your instincts</a>,potsticker1234,Completed,307,288,19,1358,Teen And Up Audiences,4323,1,2022-12-20,"Throwing Knives, training in switzerland, ava jedi training montage feels, POV Ava Silva, trusting beatrice saves her life multiple times"
<a href='https://archiveofourown.org/works/43349052'>1 Timothy 6:19</a>,LaPetiteReveuse,Completed,305,291,14,2170,General Audiences,10744,1,2022-11-30,"soft, Sharing a Bed, Canon Compliant, Birthday, Art Galleries, Dancing in the Living Room"
<a href='https://archiveofourown.org/works/43869165'>for happiness is anyone and anything at all that's loved by you</a>,gilligankane,Completed,303,285,18,1626,General Audiences,1509,1,2022-12-27,NA
